subject_id,condition,label,EDA_fft_dom,EDA_fft_energy,EDA_fft_centroid,EDA_fft_entropy,EDA_conv_d1,EDA_conv_d2,EDA_conv_gauss,EDA_lct_mean,EDA_lct_std,EDA_lct_energy,BVP_fft_dom,BVP_fft_energy,BVP_fft_centroid,BVP_fft_entropy,BVP_conv_d1,BVP_conv_d2,BVP_conv_gauss,BVP_lct_mean,BVP_lct_std,BVP_lct_energy,ACC_fft_dom,ACC_fft_energy,ACC_fft_centroid,ACC_fft_entropy,ACC_conv_d1,ACC_conv_d2,ACC_conv_gauss,ACC_lct_mean,ACC_lct_std,ACC_lct_energy,TEMP_fft_dom,TEMP_fft_energy,TEMP_fft_centroid,TEMP_fft_entropy,TEMP_conv_d1,TEMP_conv_d2,TEMP_conv_gauss,TEMP_lct_mean,TEMP_lct_std,TEMP_lct_energy
S01,AEROBIC,rest,1.3609958506224067,0.00024950102917513893,1.0463456049414122,3.3649310234682783,0.04919610174699999,0.10351861689799996,3500.676910913184,0.015722950530272155,0.221143842183209,11.845586236251995,1.75,2306.7829930398807,1.7050381254192117,2.407135793328946,81169.0318,8827.0255,239570144.36583126,6.312454931610135,23.144264222919844,2210511.0702,12.5,21.027970943846555,8.646915232959449,4.738425839319296,15347.035150755248,41528.78991132457,2353546040.387459,2.7267715965351367,63.220702879838065,7692246.0,0.016597510373443983,0.0509567598487182,0.07913802407042755,1.2476806998337109,1252.4674999999995,2493.635799999999,88908329.69848973,2.286757526789772,35.25454170107858,300794.98489999986
S01,AEROBIC,rest,1.3775933609958506,0.003346972035915938,1.0249679680451997,4.468163112807104,0.077482355942,0.179817975749,3638.097040907033,0.020592840536935296,0.2252410804935146,12.328983871006999,1.75,2304.270333711499,1.7019176949370276,2.3602549161924857,80128.0424,8551.364,250741594.98408964,6.387605464188666,23.045575269921226,2196668.0655000005,12.25,31.808192596276726,8.57314191210751,4.700526040329329,20621.43684420306,58156.96202145782,2349431327.95884,2.9812952145371985,63.16158400930709,7680683.999999998,0.016597510373443983,0.05188464701806068,0.06072612172650744,0.9491112430711448,1241.1708999999994,2468.2897999999996,87895128.34134817,2.2745899712522353,35.05359666593243,297376.7441000009
S01,AEROBIC,aerobic,1.4107883817427387,0.00028032582874789366,1.065241236542302,3.274031157488126,0.05860225416699998,0.12111986177599995,4076.337918948772,0.016862844220977637,0.2386228776670911,13.791281215984016,1.75,1680.0889097528525,1.9418254570281004,2.17121993862192,71150.6711,7653.430900000001,134422197.7339192,4.938540941792384,19.713956819359904,1586445.4649,12.25,35.26114074642749,8.587037683162842,4.674650105664483,22632.02306804175,63542.89687248985,2355905907.9684873,3.0702911892144464,63.24685502600737,7702425.0,0.016597510373443983,0.04625667218958609,0.06843747982553314,0.9748207467439515,1207.5756999999996,2399.909399999999,85566785.13196638,2.2433356995302716,34.58625275133243,289499.1857000008
S01,AEROBIC,aerobic,1.3775933609958506,0.00022058084605526074,1.006679218815602,3.4389126635184417,0.05933414326900001,0.12518297344399998,4253.976650059189,0.01715363083872741,0.24378277404567675,14.393553401338002,1.75,2070.3937694036044,1.772937845091999,2.411112959968709,76122.9742,8346.8515,188380591.51749155,5.823758800420388,21.32697988410063,1877312.7084000004,12.5,41.71009698161117,8.640931045781699,4.692547879030952,25304.607138219184,73027.76421540495,2355860584.949728,3.1614540162039346,63.24701829356949,7703556.000000002,0.016597510373443983,0.0455032759390816,0.10504231045378076,1.5244439974082749,1193.7216999999996,2379.165399999999,84669449.8053722,2.232436627068097,34.40407282751649,286458.3840999988
S01,AEROBIC,aerobic,0.016597510373443983,0.00041345385736975233,0.6142349927682398,2.594449910271686,0.068261363138,0.145466850233,4840.272870453121,0.01982810847536048,0.25992635547049325,16.37712226108602,1.75,1302.4260896478086,1.943238771807228,2.360758941532987,58804.9084,6298.4978,113905632.95521636,4.952923030937579,17.547597825795314,1276939.0519,5.125,31.610707998668317,7.83107040212662,4.649404492207179,19170.040752633155,52877.25350217018,2364529649.5084133,2.998736420525982,63.36432160077169,7730161.000000005,0.016597510373443983,0.03134277396297207,0.07476192477635861,1.1671253572441136,1170.3416999999995,2331.1237999999994,83016712.33203317,2.2102453089563774,34.0667097255497,280867.64090000076
S01,AEROBIC,aerobic,0.016597510373443983,0.0004455666064867483,0.6104993094226441,2.650587400219876,0.072628303633,0.151674482597,5290.737787232909,0.01922951530063777,0.2718602081956349,17.90093704118801,1.75,1630.3257901154075,1.9070852100979887,2.2417972021941055,68097.4947,6589.027099999999,137486839.12084487,4.992133313340913,19.559573972474343,1565201.0817000002,3.75,40.091464213764866,8.014754969921508,4.679397360752759,23955.746684548933,66509.73330795937,2365570790.404196,3.2080587537987326,63.37847593397203,7736103.000000002,0.016597510373443983,0.0478519550949098,0.05801338737650361,0.906673073768513,1159.4186,2304.5803000000005,82110697.29165494,2.199132877064835,33.88029536115552,277803.2543999998
S01,AEROBIC,aerobic,0.8132780082987552,0.013169134490109275,0.8541032723072041,4.57151814033117,0.122841473258,0.288560615671,5732.045725885455,0.02737879152418727,0.2825815493757736,19.425065195777982,0.75,11846.776726617962,1.0822630732819438,2.2223874710465177,201254.60789999997,22067.7242,2277266746.4360566,14.224492573476303,52.56208826268737,11388984.865500001,3.75,28.05576864165382,7.981073688493727,4.7193931842522385,17331.731007426137,48906.1279563446,2368862081.7827115,2.9183918466291145,63.423835716340186,7743743.000000003,0.016597510373443983,0.05708308518992345,0.07899338839104451,1.073203816132811,1145.1656999999996,2274.8178999999996,81102514.05973206,2.1859899285969933,33.67129377348929,274386.8328999996
S01,AEROBIC,aerobic,1.4107883817427387,0.00028219188234017786,0.9371074088710765,3.437334851708529,0.09042484592799997,0.190831785719,6401.341171913888,0.02081130914863742,0.2990629503388174,21.65909388377499,1.25,4613.665719603815,1.5656683179308013,2.4282598664654214,147817.4588,13070.043399999999,615402634.7202533,10.168292658275892,33.972393685090054,4830125.517499999,5.25,39.3320920210691,7.271090077588044,4.55046798000951,19647.21719438285,50843.91642964857,2371098387.1469665,3.061425055084877,63.45560354651516,7753129.000000006,0.016597510373443983,0.09930842220840662,0.06861326855182182,1.0838725178922182,1120.2626999999993,2223.1881999999987,79358671.21320482,2.1627776084713406,33.30731533525364,268487.22170000017
S01,AEROBIC,aerobic,0.016597510373443983,0.0019948424207600337,0.42099982230106914,3.720926607397661,0.097425672383,0.209844391721,6917.4191772746635,0.02289339979854211,0.31077208995565014,23.40191931558701,0.75,6521.852254888741,1.2136698354717128,2.32782350675739,130347.66669999999,10581.630500000001,1178448290.7842193,11.158870746137714,39.62718641640444,6509858.5448,5.25,44.636854719679086,7.429355649539237,4.7031355308803064,22552.62534737568,59694.89094663105,2368203855.2896824,3.2498075875589008,63.41231116823817,7744862.000000002,0.016597510373443983,0.09048297890993971,0.051180408488703505,0.7489898259512683,1104.2512999999992,2191.9499999999994,78100215.61061871,2.1458479107988273,33.042644711399944,264237.46890000073
S01,AEROBIC,aerobic,0.016597510373443983,0.0002988572321831551,0.8109534459567612,3.2895194072282714,0.10556523857700002,0.21770096185800003,7655.257519150053,0.02263501310755898,0.3270576481823071,25.902450821753987,2.0,1414.3152361243442,1.9801509959172099,2.4469496913854556,68779.7995,7920.7263,150601363.46947616,5.496673121341814,19.19460667870002,1531200.5956000003,2.875,42.346758704853215,7.2447761588982065,4.571286410663765,21148.3917214988,55650.89248630346,2375138231.887014,3.17359162370824,63.505287566447855,7766590.0,0.016597510373443983,0.08123972325490819,0.059125769335028555,1.0077937234972603,1078.4862999999996,2138.0078999999996,76299445.63454795,2.1212508942753803,32.65934861421683,258142.9945000001
