PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,subject_id,condition,label
-2.802514618563274,0.4165953803529525,0.4473114987762633,-0.778997159178889,-0.17226225352398375,3.961527096847934,3.7629018995378254,-3.9784986090219583,1.1338941003656613,-0.9357168514590852,-0.6945127458352783,1.096535663342294,2.942550993630975,-0.6239551170412356,2.78869396909407,S01,AEROBIC,rest
-2.667479328014328,0.26475883354278373,0.2896430106647088,-0.635830052299699,-0.4378057735599287,4.351126592469799,3.985262614601031,-4.479060473347193,1.093052430228418,-0.9901341165985025,-0.7002575940625103,0.9209767039182898,2.8047605733067646,-0.5236395177677534,2.2854752220423626,S01,AEROBIC,rest
-2.7246036154982267,0.3261115198003729,0.49785335347719245,-0.6708424710085771,-0.32380130843621324,3.9584791707569935,4.116056219185734,-4.070653744324095,1.1225397861823867,-1.0267679926005742,-1.4121494790571583,0.8145795551981244,2.989845215089836,-0.6138224500269595,2.877698806367466,S01,AEROBIC,aerobic
-2.679033498539922,0.3092457420024275,0.33672081660465364,-0.7186189955103492,-0.4199082042406222,4.1612232242162515,3.8446538560412065,-3.545502578014879,1.238571263812012,-0.9396502862584174,-0.7479252958683428,1.0521383064914722,2.915459083869727,-0.8400764188701978,2.8503086739676022,S01,AEROBIC,aerobic
-2.124242276347864,0.04166989927572432,0.4459701793085923,0.14536569388967752,-0.4768457883846297,-0.041639566209895555,2.480028576891862,-1.4337806704804463,0.14162019863035516,-0.0980218184409261,0.17802305450733188,0.09991936512828976,-0.2509895944514086,0.4811633607308002,-0.6358341800647702,S01,AEROBIC,aerobic
-1.9875973899121582,-0.05843052392069611,0.3944716985905944,0.1838622924943831,-0.5221591240851099,-0.13136459663218367,2.461530163532267,-1.663945156039791,0.23597006887091454,-0.1498388032284347,-0.16642608555671679,-0.1111157773097631,-0.6180394809190753,0.7642679432485192,-0.5839002432648338,S01,AEROBIC,aerobic
-1.7696532945695187,-0.3619524281517468,-0.6496833088051037,-0.542716054250572,-0.22548958098762886,3.13610958547904,0.8518563155473503,-4.375889572850701,0.8138172687936391,-0.678519781956684,-0.11465962029978628,0.4179097553775375,0.2641369991290829,0.6140830046246648,1.2116419246026318,S01,AEROBIC,aerobic
-2.206304787759666,-0.24710215471406846,-0.2548010647228719,-0.11442638085489024,-0.8271082707740305,3.874290327744879,2.3320476420820895,-4.222767785486519,0.016504130196046893,-0.8517791765919097,-0.8997109657258366,0.8847151866047113,1.986176030729314,0.15008384800201796,3.6165579355591797,S01,AEROBIC,aerobic
-1.56627615892226,-0.4633287311632371,-0.29671838907365716,0.10702108756221819,-0.414579244699506,0.018458405704887278,0.6424360808959289,-2.603878305295774,1.1954353250907617,-0.3500217091562348,0.7961157396695945,0.3141319693411907,-0.24501740168190084,0.8549362146566614,-1.0581538093360845,S01,AEROBIC,aerobic
-1.985117649933514,-0.20103821302616584,0.23204024988543015,0.43087831244461094,-0.8927604190889717,0.6263965225600275,2.7691796255884022,-1.8905198850908729,-0.6723941948834856,-0.006811197401338522,0.17096465462361457,-0.10013016131663556,-0.6932855319704182,0.6897746228567488,-0.9238375164481449,S01,AEROBIC,aerobic
